FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3005,Administration,0,,1 00,9,9905,Budget Director,Annual,1,1,$169992.00,$169992.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3005,Administration,0,,1 00,9,9868,First Deputy Budget Director,Annual,1,1,$140004.00,$140004.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3005,Administration,0,,BX 15,20,305,Assistant to the Executive Director,Annual,1,1,$93300.00,$93300.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,1 00,9,9656,Deputy Budget Director,Annual,1,1,$124080.00,$124080.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,1 00,9,9656,Deputy Budget Director,Annual,1,1,$118056.00,$118056.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,1 00,9,9656,Deputy Budget Director,Annual,1,1,$110076.00,$110076.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,GY 08,20,1141,Principal Operations Analyst,Annual,1,1,$92088.00,$92088.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,3 00,9,1124,Assistant Budget Director,Annual,1,1,$100656.00,$100656.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,$84324.00,$84324.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,$68100.00,$68100.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,GY 07,20,1105,Senior Budget Analyst,Annual,3,1,$62448.00,$187344.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,BX 12,20,323,Administrative Assistant III - Excluded,Annual,1,1,$70620.00,$70620.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,3 00,0,229,Chief Revenue Analyst,Annual,1,1,$101664.00,$101664.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3050,Revenue and Expenditure Analysis,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$79.00,$79.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3055,Management Initiatives,0,,3 00,10,1140,Chief Operations Analyst,Annual,1,1,$98688.00,$98688.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3055,Management Initiatives,0,,3 00,10,1140,Chief Operations Analyst,Annual,1,1,$80076.00,$80076.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3055,Management Initiatives,0,,1 00,9,1120,Managing Deputy Budget Director,Annual,1,1,$126564.00,$126564.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3055,Management Initiatives,0,,GY 07,20,1105,Senior Budget Analyst,Annual,2,1,$62448.00,$124896.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3055,Management Initiatives,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$3048.00,$3048.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3060,Compensation Control,0,,1 00,9,9684,Deputy Director,Annual,1,1,$124080.00,$124080.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3060,Compensation Control,0,,3 00,0,1323,Manager of Compensation Control,Annual,1,1,$94824.00,$94824.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3060,Compensation Control,0,,BX 15,10,1310,Administrative Services Officer II - Excluded,Annual,1,1,$68220.00,$68220.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3060,Compensation Control,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$1568.00,$1568.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3065,Capital / Motor Fuel Tax Administration,0,,3 00,9,1124,Assistant Budget Director,Annual,1,1,$100656.00,$100656.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3065,Capital / Motor Fuel Tax Administration,0,,3 00,9,1124,Assistant Budget Director,Annual,1,1,$86676.00,$86676.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3065,Capital / Motor Fuel Tax Administration,0,,GY 08,20,1107,Principal Budget Analyst,Annual,1,1,$87312.00,$87312.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3065,Capital / Motor Fuel Tax Administration,0,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,$62448.00,$62448.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3070,Data Analytics,0,,1 00,9,9656,Deputy Budget Director,Annual,1,1,$102672.00,$102672.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3070,Data Analytics,0,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,$62448.00,$62448.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3070,Data Analytics,0,,GY 05,20,1103,Budget Analyst,Annual,1,1,$68100.00,$68100.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3070,Data Analytics,0,,GY 08,20,635,Senior Programmer/Analyst,Annual,1,1,$79968.00,$79968.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3070,Data Analytics,0,,3 00,0,601,Director of Information Systems,Annual,1,1,$114552.00,$114552.00
Local,5,OBM,100,CORPORATE FUND,1005,OBM,2005,OBM,3070,Data Analytics,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$4755.00,$4755.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,1 00,9,9906,Chief Information Officer,Annual,1,1,$154992.00,$154992.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,1 00,9,9776,Managing Deputy Chief Information Officer,Annual,1,1,$120444.00,$120444.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,1 00,9,9775,First Deputy Chief Information Officer,Annual,1,1,$130872.00,$130872.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4105,Office of the CIO,BX 15,10,320,Assistant to the Commissioner,Annual,1,1,$89076.00,$89076.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,BX 16,20,1304,Supervisor of Personnel Services,Annual,1,1,$89076.00,$89076.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,B 15,1,1302,Administrative Services Officer II,Annual,1,1,$88344.00,$88344.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,BX 17,10,345,Contracts Coordinator,Annual,1,1,$102348.00,$102348.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,B 13,1,308,Staff Assistant,Annual,1,1,$73440.00,$73440.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,BX 15,10,134,Financial Analyst,Annual,1,1,$93300.00,$93300.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,3 00,0,118,Director of Finance,Annual,1,1,$94824.00,$94824.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3105,Citywide IT Administration,4110,Finance and Administration,G 05,4,102,Accountant II,Annual,1,1,$84516.00,$84516.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$112284.00,$112284.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,BX 15,10,1728,Senior Information Analyst,Annual,1,1,$59976.00,$59976.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$109632.00,$109632.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,2,1,$98244.00,$196488.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$96264.00,$96264.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$95820.00,$95820.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$95760.00,$95760.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$92952.00,$92952.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$92028.00,$92028.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$86700.00,$86700.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,BX 16,20,309,Coordinator of Special Projects,Annual,1,1,$89076.00,$89076.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3106,Technology Planning and Policy,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$1740.00,$1740.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3110,Enterprise Architecture,4113,Enterprise  Architecture,1 00,9,9777,IT Director - DoIT,Annual,1,1,$118464.00,$118464.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3110,Enterprise Architecture,4113,Enterprise  Architecture,3 00,0,649,Project Manager - DoIT,Annual,1,1,$107904.00,$107904.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3110,Enterprise Architecture,4113,Enterprise  Architecture,3 00,0,649,Project Manager - DoIT,Annual,1,1,$98664.00,$98664.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3110,Enterprise Architecture,4113,Enterprise  Architecture,3 00,0,631,It Solution Architect,Annual,1,1,$109008.00,$109008.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3115,Citywide Financial Systems,4130,Financial Systems,1 00,9,9777,IT Director - DoIT,Annual,1,1,$116844.00,$116844.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3115,Citywide Financial Systems,4130,Financial Systems,BX 17,10,634,Data Services Administrator,Annual,1,1,$76716.00,$76716.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3115,Citywide Financial Systems,4130,Financial Systems,G 10,4,625,Chief Programmer/Analyst,Annual,1,1,$119124.00,$119124.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,3 00,0,649,Project Manager - DoIT,Annual,1,1,$96696.00,$96696.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,3 00,0,649,Project Manager - DoIT,Annual,1,1,$90192.00,$90192.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,3 00,0,649,Project Manager - DoIT,Annual,1,1,$80868.00,$80868.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4145,Inspections and Permits,3 00,0,310,Project Manager,Annual,1,1,$73212.00,$73212.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3120,Citywide Regulatory Systems,4148,Enterprise Revenue and Tax Applications,1 00,9,9777,IT Director - DoIT,Annual,1,1,$120444.00,$120444.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$116844.00,$116844.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$109488.00,$109488.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,BX 15,10,1912,Project Coordinator,Annual,1,1,$57252.00,$57252.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,B 14,1,689,Senior Help Desk Technician,Annual,1,1,$80568.00,$80568.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3126,Citywide Services Systems,0,,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$1338.00,$1338.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$105792.00,$105792.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3128,Citywide Public Health Systems,0,,BX 17,10,634,Data Services Administrator,Annual,1,1,$93300.00,$93300.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,1 00,9,9777,IT Director - DoIT,Annual,1,1,$108984.00,$108984.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,BX 15,10,1912,Project Coordinator,Annual,1,1,$59976.00,$59976.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,0,649,Project Manager - DoIT,Annual,1,1,$108984.00,$108984.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,0,649,Project Manager - DoIT,Annual,1,1,$94824.00,$94824.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,0,649,Project Manager - DoIT,Annual,1,1,$74688.00,$74688.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,3 00,10,629,Principal Programmer/Analyst,Annual,1,1,$107904.00,$107904.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4154,End User Computing Operations,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$348.00,$348.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 09,1,832,Personal Computer Operator II,Annual,1,1,$58248.00,$58248.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 17,1,633,Principal Telecommunications Specialist,Annual,1,1,$116796.00,$116796.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 17,1,633,Principal Telecommunications Specialist,Annual,1,1,$101592.00,$101592.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 15,1,627,Senior Telecommunications Specialist,Annual,1,1,$97056.00,$97056.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 15,1,627,Senior Telecommunications Specialist,Annual,1,1,$92592.00,$92592.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,3 00,0,610,Manager of Telecommunications,Annual,1,1,$118020.00,$118020.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,B 17,1,608,Telephone Systems Administrator,Annual,1,1,$134172.00,$134172.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4157,Telecommunication Operations,1 00,0,15,Schedule Salary Adjustments,Annual,0,0,$3960.00,$3960.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3140,Technical Operations,4158,Server and Storage Architecture,3 00,0,601,Director of Information Systems,Annual,1,1,$98664.00,$98664.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$120444.00,$120444.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,3 00,0,677,IT-Security Specialist,Annual,1,1,$97692.00,$97692.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,3 00,0,649,Project Manager - DoIT,Annual,3,1,$93420.00,$280260.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,3 00,0,614,Informatn Security Mgr,Annual,1,1,$122820.00,$122820.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3210,Security Management,0,,3 00,0,601,Director of Information Systems,Annual,1,1,$118932.00,$118932.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$121644.00,$121644.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,GY 08,20,1141,Principal Operations Analyst,Annual,1,1,$92088.00,$92088.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,G 08,4,673,Senior Data Base Analyst,Annual,1,1,$110064.00,$110064.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,G 08,4,673,Senior Data Base Analyst,Annual,1,1,$77304.00,$77304.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,10,659,Principal Data Base Analyst,Annual,1,1,$111192.00,$111192.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,10,659,Principal Data Base Analyst,Annual,3,1,$107184.00,$321552.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,10,659,Principal Data Base Analyst,Annual,1,1,$106848.00,$106848.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,10,659,Principal Data Base Analyst,Annual,1,1,$104124.00,$104124.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,20,658,Chief Data Base Analyst,Annual,2,1,$115932.00,$231864.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$107904.00,$107904.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,3 00,0,649,Project Manager - DoIT,Annual,1,1,$99672.00,$99672.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,G 08,4,643,Senior Data Base Analyst - Per Agreement,Annual,2,1,$110064.00,$220128.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3215,Analytics and Performance Management,0,,G 10,4,625,Chief Programmer/Analyst,Annual,1,1,$119124.00,$119124.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$98664.00,$98664.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,BX 17,10,634,Data Services Administrator,Annual,1,1,$89076.00,$89076.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,3 00,10,629,Principal Programmer/Analyst,Annual,1,1,$92088.00,$92088.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3217,Content Management and Process Moderization,0,,3 00,10,629,Principal Programmer/Analyst,Annual,1,1,$91188.00,$91188.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,1 00,9,9777,IT Director - DoIT,Annual,1,1,$124056.00,$124056.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,659,Principal Data Base Analyst,Annual,1,1,$110064.00,$110064.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,G 08,4,637,Senior Programmer/Analyst - Per Agreement,Annual,1,1,$110064.00,$110064.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,G 08,4,637,Senior Programmer/Analyst - Per Agreement,Annual,1,1,$73440.00,$73440.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,629,Principal Programmer/Analyst,Annual,1,1,$101664.00,$101664.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,629,Principal Programmer/Analyst,Annual,1,1,$84180.00,$84180.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,G 10,4,625,Chief Programmer/Analyst,Annual,1,1,$113868.00,$113868.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3220,Application Development,0,,3 00,10,624,GIS Data Base Analyst,Annual,1,1,$95760.00,$95760.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3225,GIS,0,,BX 15,10,653,Web Author,Annual,1,1,$93300.00,$93300.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3225,GIS,0,,GY 10,10,648,Web Developer,Annual,1,1,$79968.00,$79968.00
Local,6,DOIT,100,CORPORATE FUND,1005,DOIT,2005,DOIT,3225,GIS,0,,3 00,10,629,Principal Programmer/Analyst,Annual,1,1,$91128.00,$91128.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,0,9699,Legislative Aide,Annual,2,1,$43308.00,$86616.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9645,Assistant to the Alderman,Annual,50,1,$0.00,$0.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9625,Staff Assistant to the Alderman,Annual,100,1,$0.00,$0.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9619,Sergeant at Arms,Annual,1,1,$101940.00,$101940.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$74340.00,$74340.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$65988.00,$65988.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$63468.00,$63468.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9611,Assistant Sergeant-At-Arms,Annual,1,1,$62700.00,$62700.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9607,Secretary to President Pro-Tem,Annual,1,1,$65712.00,$65712.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9603,Assistant Council Committee Secretary,Annual,1,1,$69384.00,$69384.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9603,Assistant Council Committee Secretary,Annual,1,1,$68808.00,$68808.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,9,1,$117333.00,$1055997.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,11,1,$116208.00,$1278288.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,10,1,$115692.00,$1156920.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,1,1,$115032.00,$115032.00
Local,15,CITY COUNCIL,100,CORPORATE FUND,1005,CITY COUNCIL,2005,CITY COUNCIL,3005,City Council,0,,1 00,9,9601,Alderman,Annual,2,1,$114996.00,$229992.00
