Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount
30567,15,123073,CONSTRUCTION-LARGE $3MILLIONorABOVE,5/12/16,CHICAGO DEPARTMENT OF TRANSPORTATION,BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV,42441106P,935 W CHESTNUT ST STE 20,CHICAGO,IL,60622-5445,$55.60 
12457,133,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$50.00 
1798,4,C968990037,ARCH/ENGINEERING,5/11/16,CHICAGO DEPARTMENT OF TRANSPORTATION,BURNS & MCDONNELL ENGINEERING CO. INC.,97246031M,9400 WARD PKWY,KANSAS CITY,MO,64114-3319,$30.40 
12457,134,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$1.00 
12457,141,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$1.00 
12457,127,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$1.00 
12457,153,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$1.00 
12457,151,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$1.00 
12457,131,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$1.00 
25038,16,99640,PROPERTY LEASE,11/3/16,,NORCOR LOOP ASSOCIATES LP,93544401H,"C/O NEWCASTLE PROP., LLC",PARK RIDGE,IL,60068,$1.00 
12457,132,47123,CONSTRUCTION-AVIATION,8/3/16,OHARE MODERNIZATION PROJECT,"KIEWIT-REYES,AJV",85246096P,2230 POINT BLVD STE 100,ELGIN,IL,60123,$0.10 
29574,4,117317,JOC,1/7/16,DEPT OF COMMUNITY DEVELOPMENT,KOAL ENTERPRISES INC,31323250M,7742 W 61ST PL,SUMMIT,IL,60501,$0.00 
29573,4,117316,JOC,1/7/16,,"MAXWELL SERVICES, INC.",23506968Z,1644 W 37TH PL,CHICAGO,IL,60609,$0.00 
30246,4,131729,DELEGATE AGENCY,1/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHILDREN'S HOME & AID SOCIETY OF ILLINOIS,93427732E,125 S WACKER DR FL 14TH  EFT,CHICAGO,IL,60606-4475,$0.00 
30249,3,131729,DELEGATE AGENCY,1/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,CATHOLIC BISHOP OF CHIC 01,93428388E,ST. PIUS V PARISH/HOPE,CHICAGO,IL,60608,$0.00 
19653,23,63690,CONSTRUCTION-LARGE $3MILLIONorABOVE,2/3/16,CHICAGO DEPARTMENT OF TRANSPORTATION,G & V CONSTRUCTION CO INC,90506630P,371 S EVERGREEN STREET EFT,BENSENVILLE,IL,60106,$0.00 
24043,4,86415A,COMMODITIES-AVIATION,2/3/16,DEPT OF AVIATION,"MIDCO ELECTRIC SUPPLY, INC",93259992V,7237 W 90TH PLACE EFT,BRIDGEVIEW,IL,60455,$0.00 
24042,4,86415A,COMMODITIES-AVIATION,2/3/16,DEPT OF AVIATION,J P SIMONS & COMPANY,15134241H,1426 BROOK DR,DOWNERS GROVE,IL,60515,$0.00 
35152,0,161817,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,DR. KAREN FIELDS,57184431,4201 NORTH MOBILE AVENUE,CHICAGO,IL,60634,$0.00 
30401,2,125587,COMMODITIES,2/8/16,DEPARTMENT OF POLICE,TASER INTERNATIONAL,50914056V,PO BOX 29661-2018,PHOENIX,AZ,85038,$0.00 
33396,1,135546,COMPTROLLER-OTHER,2/9/16,DEPARTMENT OF HEALTH,MCHC-CHICAGO HOSPITAL COUNCIL,27475492A,222 S RIVERSIDE PLZ,CHICAGO,IL,60694-5468,$0.00 
30016,2,120597,CONSTRUCTION-LARGE $3MILLIONorABOVE,2/9/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"SUMIT CONSTRUCTION CO., INC.",21973746A,4150 W WRIGHTWOOD AVE FL 1ST,CHICAGO,IL,60639,$0.00 
27560,5,101667,CONSTRUCTION-LARGE $3MILLIONorABOVE,2/5/16,CHICAGO DEPARTMENT OF TRANSPORTATION,BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV,42441106P,935 W CHESTNUT ST STE 20,CHICAGO,IL,60622-5445,$0.00 
30953,2,128508,DELEGATE AGENCY,3/2/16,,CHICAGO WOMEN'S AIDS PROJECT,90197633T,6363 N BROADWAY,CHICAGO,IL,60660,$0.00 
30972,4,128532,DELEGATE AGENCY,3/4/16,,PRAIRIE STATE LEGAL SERVICES,91268533H,303 N MAIN STREET EFT,ROCKFORD,IL,61101-1049,$0.00 
17006,5,57570,"PRO SERV CONSULTING $250,000orABOVE",3/4/16,DEPARTMENT OF HEALTH,CVS PHARMACY INC,38000116M,ONE CVS DRIVE,WOONSOCKET,RI,,$0.00 
24270,4,91273,WORK SERV-AVIATION,3/11/16,DEPT OF AVIATION,INDEPENDENT MECHANICAL INDUSTRIES INC,35409122M,4155 N KNOX AVE,CHICAGO,IL,60641,$0.00 
28248,1,117442,DELEGATE AGENCY,3/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,MUJERES LATINAS EN ACCION,23296996L,2823 W 17TH ST,CHICAGO,IL,60608,$0.00 
36319,2,173874,DELEGATE AGENCY,4/12/16,,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,93175057M,180 N MICHIGAN AVE STE 1200  EFT,CHICAGO,IL,60601,$0.00 
33451,1,117118C,COMMODITIES-SMALL ORDERS,2/4/16,COMM ON ANIMAL CARE & CONTROL,"CHICAGO UNITED INDUSTRIES, LIMITED",22085024V,53 W JACKSON BLVD # 1450,CHICAGO,IL,60604-3806,$0.00 
35164,0,161867,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,DR ANGELA N GORDON/GORDON DENTAL ASSOCIATES LIMITED,90051661A,2555 W LINCOLN HWY STE 111,OLYMPIA FIELDS,IL,60461,$0.00 
35166,0,161885,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,THE HEART THAT SMILES,57209431,2060 RIDGE ROAD,HOMEWOOD,IL,60430,$0.00 
35163,0,161861,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,SHELLY A YOUNG,90051666A,430 E 162ND ST STE 550,SOUTH HOLLAND,IL,60473,$0.00 
35165,0,161870,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,MARK A. SCHULZ DDS LLC,57209432,1030 NORTH STATE STREET,CHICAGO,IL,60610,$0.00 
35162,0,161858,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,ELLIOT P SCHLANG D D S P C,90760534Z,33533 W 12 MILE RD STE 150,FARMINGTON HILLS,MI,48331,$0.00 
35155,0,161825,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,GARY WEGMANN DDS,61636405M,55 E WASHINGTON ST,CHICAGO,IL,60602,$0.00 
35161,0,161853,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,MOBILE CARE CHICAGO,57200441,321 NORTH LOOMIS,CHICAGO,IL,60607,$0.00 
35157,0,161839,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,TINYTOOTHPA,57185428,1103 CENTRAL AVENUE,WILMETTE,IL,60091,$0.00 
35158,0,161842,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,DENTAL CARAVAN P C,79438079X,5030 N MARINE DR,CHICAGO,IL,60640,$0.00 
35156,0,161831,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,APPLE DENTAL CARE,68302938M,3012 W FULLERTON AVE,CHICAGO,IL,60647,$0.00 
35160,0,161848,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,DENTIST R US,57249432,38865 DEQUINDRE RD SUITE 105,TROY,MI,48084,$0.00 
35151,0,161812,COMPTROLLER-OTHER,2/4/16,DEPARTMENT OF HEALTH,DAVID TROST,93203146X,3643 N ARTESIAN AVE # 2,CHICAGO,IL,60618,$0.00 
30539,3,120120A,CONSTRUCTION-LARGE $3MILLIONorABOVE,5/3/16,DEPT OF GENERAL SERVICES,FRIEDLER CONSTRUCTION CO,87112412A,2525 N ELSTON AVENUE EFT,CHICAGO,IL,60647,$0.00 
24856,9,95044,WORK SERVICES / FACILITIES MAINT.,4/11/16,DEPT OF STREETS & SANITATION,MORTON SALT CO,33668941Z,ICE CONTROL DEPT. 27TH FLOOR,CHICAGO,IL,60673,$0.00 
36486,2,134166,COMMODITIES,6/3/16,DEPT OF STREETS & SANITATION,MORTON SALT CO,33668941Z,ICE CONTROL DEPT. 27TH FLOOR,CHICAGO,IL,60673,$0.00 
19432,4,59023A,VEHICLES/HEAVY EQUIPMENT (CAPITAL),6/7/16,DEPT OF FLEET MGMT,LYNCH CHICAGO,45590835T,7335 W 100TH PL,BRIDGEVIEW,IL,60455,$0.00 
24626,3,97081,COMPTROLLER-OTHER,6/9/16,DEPARTMENT OF FINANCE,"SOLUTIONARY, INC",93441574L,PO BOX 30213,OMAHA,NE,68103,$0.00 
16760,2,58887,CONSTRUCTION-GENERAL,6/10/16,DEPARTMENT OF WATER MANAGEMENT,BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV,42441106P,935 W CHESTNUT ST STE 20,CHICAGO,IL,60622-5445,$0.00 
17742,7,59023,VEHICLES/HEAVY EQUIPMENT (CAPITAL),6/9/16,DEPT OF FLEET MGMT,TRI-ANGLE FABRICATION & BODY,92237454Z,1344 W 43RD STREET EFT ST,CHICAGO,IL,60609,$0.00 
24519,2,81262,WORK SERVICES / FACILITIES MAINT.,6/7/16,DEPT OF FLEET MGMT,STANDARD IND/& AUTOMTV EQUIP I,31380293L,6211 CHURCH RD,HANOVER PARK,IL,60133,$0.00 
18344,4,59023,VEHICLES/HEAVY EQUIPMENT (CAPITAL),6/9/16,DEPT OF FLEET MGMT,"CHRISTOFANO EQUIPMENT CO., INC.",31320880T,9643 S HARLEM AVE,CHICAGO RIDGE,IL,60415,$0.00 
18927,3,59023A,VEHICLES/HEAVY EQUIPMENT (CAPITAL),6/2/16,DEPT OF FLEET MGMT,STANDARD EQUIPMENT COMPANY,3653482X,2033 W WALNUT ST,CHICAGO,IL,60612,$0.00 
17822,5,59023,VEHICLES/HEAVY EQUIPMENT (CAPITAL),6/10/16,DEPT OF FLEET MGMT,AUTO TRUCK GROUP,92032363Z,1420 BREWSTER CREEK BLVD,BARTLETT,IL,60103,$0.00 
42354,0,240086,COMPTROLLER-OTHER,7/1/16,DEPARTMENT OF HEALTH,DENTAL SMILE OF OAK FOREST,57184429,6056 159TH STREET,OAK FOREST,IL,60452,$0.00 
30417,1,124243,COMMODITIES-SMALL ORDERS,7/6/16,DEPARTMENT OF POLICE,HERITAGE-CRYSTAL CLEAN,33663066X,PO BOX 68123,INDIANAPOLIS,IN,46268,$0.00 
24368,2,90070,ARCH/ENGINEERING,7/7/16,DEPARTMENT OF WATER MANAGEMENT,"HARRY O HEFTER-ASSOCIATES , INC.",27469803L,55 E JACKSON BLVD STE 600,CHICAGO,IL,60604,$0.00 
25668,4,97809,COMMODITIES,7/11/16,DEPARTMENT OF WATER MANAGEMENT,"ALPHA SPECIALTY SUPPLY, INC.",31312645X,2715 MEADOW DRIVE EFT,SAINT CHARLES,IL,60175,$0.00 
25268,2,92221A,COMMODITIES,7/11/16,DEPARTMENT OF WATER MANAGEMENT,STANDARD CARBON LLC,93653994Z,551 N US HWY # 41,DUNNELLON,FL,34432,$0.00 
24366,2,90070,ARCH/ENGINEERING,7/12/16,DEPARTMENT OF WATER MANAGEMENT,URS CORPORATION,89508626P,100 S WACKER DRIVE EFT,CHICAGO,IL,60606,$0.00 
28420,2,118501,DELEGATE AGENCY,7/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,EASTER SEAL SOCIETY OF,93454965V,1939 W 13TH ST  300 EFT,CHICAGO,IL,60608,$0.00 
39624,1,130653,"PRO SERV CONSULTING $250,000orABOVE",7/7/16,DEPT OF PROCUREMENT SERVICES,COHNREZNICK LLP,10189404,200 S WACKER DRIVE SUITE 2600,CHICAGO,IL,60606,$0.00 
23042,5,80100,PRO SERV-AVIATION,8/2/16,DEPT OF AVIATION,ASSET LLC,92421301A,4939 N HAMLIN AVE,CHICAGO,IL,60625,$0.00 
24035,5,86108,WORK SERVICES / FACILITIES MAINT.,8/2/16,DEPT OF FLEET MGMT,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,3620558A,10307-10325 S MICHIGAN AVE,CHICAGO,IL,60628,$0.00 
37886,1,131155,ARCH/ENGINEERING,7/8/16,DEPARTMENT OF WATER MANAGEMENT,BLACK & VEATCH LLP,1060830,2300 CLAYTON RD STE 1280,CONCORD,CA,94520,$0.00 
25323,3,90561,WORK SERVICES / FACILITIES MAINT.,8/10/16,CHICAGO PUBLIC LIBRARY,BRADFORD SYSTEMS CORPORATION,22772463Z,8145 RIVER DR,MORTON GROVE,IL,60053,$0.00 
21974,3,66458A,VEHICLES/HEAVY EQUIPMENT (CAPITAL),8/11/16,DEPT OF FLEET MGMT,ADVANCE AUTO CENTER,93360961T,PO BOX 411342  EFT,CHICAGO,IL,60641,$0.00 
21472,7,79447,WORK SERVICES / FACILITIES MAINT.,8/11/16,DEPT OF STREETS & SANITATION,ALLIED WASTE TRANSPORTATION INC,5195191T,2608 S DAMEN,CHICAGO,IL,60608,$0.00 
18086,7,65079,VEHICLES/HEAVY EQUIPMENT (CAPITAL),8/11/16,DEPT OF FLEET MGMT,WORLD FUEL SERVICES INC,22540233H,3340 S HARLEM AVENUE EFT,RIVERSIDE,IL,33178,$0.00 
18085,6,61380,VEHICLES/HEAVY EQUIPMENT (CAPITAL),8/11/16,DEPT OF FLEET MGMT,WORLD FUEL SERVICES INC,22540233H,3340 S HARLEM AVENUE EFT,RIVERSIDE,IL,33178,$0.00 
21474,14,79447,WORK SERVICES / FACILITIES MAINT.,8/11/16,DEPT OF STREETS & SANITATION,"HEARTLAND RECYCLING, LLC",93145598M,6201 W CANAL BANK ROAD EFT,FORESTVIEW,IL,60402,$0.00 
44912,1,269680,COMPTROLLER-OTHER,8/12/16,OFFICE OF BUDGET & MANAGEMENT,WORLD BUSINESS CHICAGO,93284863P,177 N STATE ST STE 500  EFT,CHICAGO,IL,60601,$0.00 
33922,1,135497,DELEGATE AGENCY,8/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",23399537P,4000 W DIVISION ST,CHICAGO,IL,60651,$0.00 
28247,1,117442,DELEGATE AGENCY,3/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,"APNA GHAR, INC.",23446563X,4753 N BROADWAY STE 632,CHICAGO,IL,60640,$0.00 
28421,2,118501,DELEGATE AGENCY,7/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,EL HOGAR DEL NINO (THE HOME OF THE CHILD/ CUIDAR),22294754V,1710-1718 S LOOMIS ST,CHICAGO,IL,60608,$0.00 
28246,1,117442,DELEGATE AGENCY,3/11/16,DEPT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,99076577X,ONE NORTH DEARBORN STREET,CHICAGO,IL,60602,$0.00 
39526,1,130593,DELEGATE AGENCY,8/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,"SONRISA DENTAL, P.C.",95051459E,2001 S CALIFORNIA AVE,CHICAGO,IL,60608,$0.00 
28488,2,118501,DELEGATE AGENCY,7/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHRISTOPHER HOUSE,99076565L,1611 W DIVISION STREET EFT,CHICAGO,IL,60622,$0.00 
28418,2,118501,DELEGATE AGENCY,7/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHURCH OF GOD COMMUNITY DAY CARE,22390009P,1738 W MARQUETTE RD # 1,CHICAGO,IL,60636,$0.00 
30250,3,131729,DELEGATE AGENCY,1/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,UCAN (ULRICH CHILDRENS ADVANTAGE NETWORK),93262454H,3737 N MOZART ST,CHICAGO,IL,60618,$0.00 
39524,1,130593,DELEGATE AGENCY,7/8/16,DEPT OF FAMILY AND SUPPORT SERVICES,DOMINICAN UNIVERSITY,98844683E,7900 W DIVISION STREET EFT,RIVER FOREST,IL,60305,$0.00 
36803,1,131731,DELEGATE AGENCY,5/5/16,DEPT OF FAMILY AND SUPPORT SERVICES,"PROLOGUE, INC.",21164982E,640 W IRVING PARK RD,CHICAGO,IL,60613,$0.00 
33694,0,140651,DELEGATE AGENCY,8/8/16,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,64901347X,721 N LA SALLE DR  5 FL N STE,CHICAGO,IL,60610,$0.00 
39523,1,130593,DELEGATE AGENCY,8/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,SGA YOUTH & FAMILY SERVICES NFP,90455112P,11 E ADAMS STREET EFT,CHICAGO,IL,60603,$0.00 
25915,4,103288,DELEGATE AGENCY,2/8/16,DEPARTMENT OF HEALTH,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
29986,3,123818,DELEGATE AGENCY,2/8/16,,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
25916,3,103289,DELEGATE AGENCY,2/8/16,DEPARTMENT OF HEALTH,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
29982,4,123814,DELEGATE AGENCY,2/8/16,,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
29978,3,123811,DELEGATE AGENCY,2/8/16,,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
32901,5,133557,DELEGATE AGENCY,2/9/16,DEPARTMENT OF HEALTH,HEARTLAND HEALTH OUTREACH INC.,95125041P,208 S LA SALLE ST,CHICAGO,IL,60604,$0.00 
29980,3,123812,DELEGATE AGENCY,2/8/16,,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
29984,7,123816,DELEGATE AGENCY,2/9/16,,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
29985,2,123817,DELEGATE AGENCY,2/8/16,,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
29983,3,123815,DELEGATE AGENCY,2/8/16,,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
22822,1,89575,DELEGATE AGENCY,2/8/16,DEPARTMENT OF HEALTH,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
34312,0,149724,DELEGATE AGENCY,3/11/16,DEPARTMENT OF HEALTH,HEARTLAND HEALTH OUTREACH INC.,95125041P,208 S LA SALLE ST,CHICAGO,IL,60604,$0.00 
25929,3,103307,DELEGATE AGENCY,2/8/16,DEPARTMENT OF HEALTH,THE HEKTOEN INSTITUTE FOR MEDICAL RESEARCH,31303150X,627 S WOOD ST # 211,CHICAGO,IL,60612,$0.00 
24483,9,83545A,WORK SERV-AVIATION,9/8/16,DEPT OF AVIATION,INDEPENDENT MECHANICAL INDUSTRIES INC,35409122M,4155 N KNOX AVE,CHICAGO,IL,60641,$0.00 
25041,7,79408A,COMMODITIES,9/8/16,DEPARTMENT OF POLICE,"CHICAGO UNITED INDUSTRIES, LIMITED",22085024V,53 W JACKSON BLVD # 1450,CHICAGO,IL,60604-3806,$0.00 
24050,5,80606,PRO SERV-AVIATION,10/5/16,DEPT OF AVIATION,"UNISON CONSULTING, INC.",9642583L,409 W HURON ST # 400,CHICAGO,IL,60654,$0.00 
21694,15,74507,COMMODITIES,8/12/16,DEPARTMENT OF POLICE,PRO-TECH,90994785H,1313 W BAGLEY RD,BEREA,OH,,$0.00 
26082,3,96087,"PRO SERV CONSULTING $250,000orABOVE",10/11/16,DEPT OF COMMUNITY DEVELOPMENT,KELLY APPRAISAL CONSULTANTS,88636647H,2000 N RACINE AVE,CHICAGO,IL,60614,$0.00 
26075,2,96087,"PRO SERV CONSULTING $250,000orABOVE",10/11/16,DEPT OF COMMUNITY DEVELOPMENT,APPLIED REAL ESTATE ANALYSIS INC,22347645A,914 S WABASH AVE,CHICAGO,IL,60605,$0.00 
26077,2,96087,"PRO SERV CONSULTING $250,000orABOVE",10/11/16,DEPT OF COMMUNITY DEVELOPMENT,ALLIED APPRAISAL CO,93275053V,7700 BRUSH HILL ROAD EFT,BURR RIDGE,IL,60527,$0.00 
26093,2,96087,"PRO SERV CONSULTING $250,000orABOVE",10/11/16,DEPT OF COMMUNITY DEVELOPMENT,"JONES LANG LASALLE AMERICAS,INC",22375403H,200 E RANDOLPH ST FL 72ND,CHICAGO,IL,60601,$0.00 
26097,2,96087,"PRO SERV CONSULTING $250,000orABOVE",10/11/16,DEPT OF COMMUNITY DEVELOPMENT,"PF APPRAISALS, INC.",64330333X,2800 N LAKE SHORE DR # 1016,CHICAGO,IL,60657,$0.00 
33731,1,129369,DELEGATE AGENCY,10/6/16,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO DREAM CENTER,99914349A,1636 N CALIFORNIA AVE,CHICAGO,IL,60647,$0.00 
33766,2,141538,DELEGATE AGENCY,10/7/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,$0.00 
33766,3,141538,DELEGATE AGENCY,10/10/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,$0.00 
33766,1,141538,DELEGATE AGENCY,10/7/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,$0.00 
19328,2,67565,ARCH/ENGINEERING,10/11/16,DEPARTMENT OF WATER MANAGEMENT,"MULLER & MULLER, LIMITED",22218051P,700 N SANGAMON AVENUE EFT,CHICAGO,IL,60622,$0.00 
33765,0,141537,DELEGATE AGENCY,10/7/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,$0.00 
32369,1,131747,DELEGATE AGENCY,11/1/16,DEPT OF FAMILY AND SUPPORT SERVICES,IMPACT FAMILY CENTER,93320180H,10958 S HALSTED STREET EFT,CHICAGO,IL,60628,$0.00 
24517,2,81262,WORK SERVICES / FACILITIES MAINT.,11/3/16,DEPT OF FLEET MGMT,CASEY EQUIPMENT CO INC,31283467M,1603 E ALGONQUIN,ARLINGTON HEIGHTS,IL,60005,$0.00 
33768,0,141540,DELEGATE AGENCY,10/10/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,$0.00 
33766,0,141538,DELEGATE AGENCY,10/7/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,$0.00 
33736,0,141405,DELEGATE AGENCY,10/6/16,,LAKE COUNTY HEALTH DEPARTMENT,31331941Z,3010 GRAND AVE,WAUKEGAN,IL,60085-2321,$0.00 
33753,0,141506,DELEGATE AGENCY,10/6/16,,RESEARCH & EDUCATION FOUNDATIO,86820322M,2240 W OGDEN AVE FL 2ND,CHICAGO,IL,60612-4220,$0.00 
33764,0,141536,DELEGATE AGENCY,10/7/16,,HEKTOEN INSTITUTE LLC.,93644643P,1900 W POLK ST RM 503,CHICAGO,IL,60612-9982,$0.00 
20414,3,66458A,VEHICLES/HEAVY EQUIPMENT (CAPITAL),11/9/16,DEPT OF FLEET MGMT,ARTS AUTO REBUILDERS,93516798V,7400 S WESTERN AVENUE EFT,CHICAGO,IL,60636,$0.00 
50201,1,101331,"PRO SERV CONSULTING $250,000orABOVE",12/1/16,DEPARTMENT OF FINANCE,HEALTHWAYS SC LLC,10193275,255 EAST PACES FERRY ROAD,ATLANTA,GA,30305,$0.00 
27470,3,56079B,WORK SERVICES / FACILITIES MAINT.,12/1/16,CHICAGO DEPARTMENT OF TRANSPORTATION,A SAFE HAVEN FOUNDATION,93145610H,2750 W ROOSEVELT ROAD EFT,CHICAGO,IL,60608,$0.00 
21965,6,74651,ARCH/ENGINEERING,12/2/16,CHICAGO DEPARTMENT OF TRANSPORTATION,HNTB CORPORATION,6172585P,ATTN: SUSAN CALHOUN,KANSAS CITY,MO,64180-2729,$0.00 
30542,1,104839,ARCH/ENGINEERING,12/7/16,CHICAGO DEPARTMENT OF TRANSPORTATION,URS CORPORATION,89508626P,100 S WACKER DRIVE EFT,CHICAGO,IL,60606,$0.00 
28694,1,70270,ARCH/ENGINEERING,12/7/16,CHICAGO DEPARTMENT OF TRANSPORTATION,URS CORPORATION,89508626P,100 S WACKER DRIVE EFT,CHICAGO,IL,60606,$0.00 
25024,2,75946,ARCH/ENGINEERING,12/9/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"A. EPSTEIN & SONS INTERNATIONAL, INC",93278205L,600 W FULTON STREET EFT,CHICAGO,IL,60661-1199,$0.00 
28788,2,109379,ARCH/ENGINEERING,12/9/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"V3 COMPANIES OF ILLINOIS, LIMITED",93538147M,7325 JANES AVENUE EFT,WOODRIDGE,IL,60517,$0.00 
19864,3,69421,ARCH/ENGINEERING,12/9/16,DEPARTMENT OF WATER MANAGEMENT,GREELEY & HANSEN,21962747Z,LBX 619776,CHICAGO,IL,60680-6197,$0.00 
19324,2,67565,ARCH/ENGINEERING,12/6/16,DEPARTMENT OF WATER MANAGEMENT,"PRIMERA ENGINEERS, LIMITED",22638829H,100 S WACKER DR # 700,CHICAGO,IL,60606,$0.00 
33374,1,135083,DELEGATE AGENCY,12/12/16,DEPT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,$0.00 
21712,7,74852,ARCH/ENGINEERING,12/12/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"H D R ENGINEERING, INC.",22558229L,8550 W BRYN MAWR AVENUE EFT,CHICAGO,IL,68103-0480,$0.00 
22145,6,77028,ARCH/ENGINEERING,12/12/16,CHICAGO DEPARTMENT OF TRANSPORTATION,"V3 COMPANIES OF ILLINOIS, LIMITED",93538147M,7325 JANES AVENUE EFT,WOODRIDGE,IL,60517,$0.00 
